Page,URL
13,https://www.domain.com.au/1502-20-pelican-street-surry-hills-nsw-2010-2019766600
13,https://www.domain.com.au/190-298-304-sussex-street-sydney-nsw-2000-2019258218
13,https://www.domain.com.au/3501-343-pitt-street-sydney-nsw-2000-2019602756
13,https://www.domain.com.au/2701-433-kent-street-sydney-nsw-2000-2019611047
14,https://www.domain.com.au/b812-62-mountain-street-ultimo-nsw-2007-2019766346
14,https://www.domain.com.au/33-6-14-darley-street-darlinghurst-nsw-2010-2019766037
14,https://www.domain.com.au/9-81-elizabeth-bay-road-elizabeth-bay-nsw-2011-2019608009
14,https://www.domain.com.au/121-1-wattle-crescent-pyrmont-nsw-2009-2019764965
14,https://www.domain.com.au/15-cadigal-avenue-pyrmont-nsw-2009-2019764874
14,https://www.domain.com.au/708-50-58-macleay-street-elizabeth-bay-nsw-2011-2019764271
14,https://www.domain.com.au/508-105-campbell-street-surry-hills-nsw-2010-2019763389
14,https://www.domain.com.au/17-99-stanley-street-darlinghurst-nsw-2010-2019762836
14,https://www.domain.com.au/44-womerah-avenue-darlinghurst-nsw-2010-2019762671
14,https://www.domain.com.au/1108-20-pelican-street-surry-hills-nsw-2010-2019762510
14,https://www.domain.com.au/29-challis-avenue-potts-point-nsw-2011-2019762349
14,https://www.domain.com.au/27-204-victoria-street-potts-point-nsw-2011-2019762005
14,https://www.domain.com.au/5-1-evans-road-rushcutters-bay-nsw-2011-2019761493
14,https://www.domain.com.au/1205-184-forbes-street-darlinghurst-nsw-2010-2019761113
14,https://www.domain.com.au/72-104-miller-street-pyrmont-nsw-2009-2019506101
14,https://www.domain.com.au/23-16-30-bunn-street-pyrmont-nsw-2009-2019760434
14,https://www.domain.com.au/7-10-12-farrell-avenue-darlinghurst-nsw-2010-2019760360
14,https://www.domain.com.au/1-233-darlinghurst-road-darlinghurst-nsw-2010-2019759991
14,https://www.domain.com.au/114-13-waine-street-surry-hills-nsw-2010-2019759744
14,https://www.domain.com.au/513-4-neild-avenue-darlinghurst-nsw-2010-2019759185
14,https://www.domain.com.au/190-298-304-sussex-street-sydney-nsw-2000-2019258218
14,https://www.domain.com.au/3501-343-pitt-street-sydney-nsw-2000-2019602756
